id	cohort	task_version	sequence	gender	age	SOT_trial	SOT_jitter	SOT_cueOn	SOT_cueOff	SOT_predOn	SOT_predResp	SOT_stimOn	SOT_stimOff	SOT_vasOn_1	SOT_vasOn_2	SOT_vasOn_3	SOT_vasOff_1	SOT_vasOff_2	SOT_vasOff_3	SOT_iti	predResp	predRT	predAcc	stim	targetT_1	targetT_2	targetT_3	targetT_4	targetT_5	vasYN	vasResp_1	vasResp_2	vasResp_3	vasRT_1	vasRT_2	vasRT_3	jitterDuration	stimDuration	itiDuration	trialDuration	trialValidity_1	trialValidity_2	trialValidity_3	trialValidity_4	trialSuccess	trial	condition	block_type	cue	trial_type	desired_prob	actual_prob	block_volatility	outcome	cue_prediction	blockwise_trial	blockNumber	location
335	2	2	1	1	27	5.04826439998578	5.79407279996667	5.09773089998635	5.77756709995447	5.94402100000298	6.90794499998447	8.67887979996158	13.7737974999472	NA	NA	NA	NA	NA	NA	13.8070036999998	1	0.963923999981489	1	1	32	40	40	40	32	0	NA	NA	NA	NA	NA	NA	0.131612648373648	5.09491769998567	1.6846175135942	337707.2898666	1	0	0	0	1	1	1	3	0	1	0.82	0.821428571	0	1	1	1	1	1
335	2	2	1	1	27	15.5058365999721	16.2055726999533	15.5596689999802	16.1688748999732	16.4046502999845	16.7797490999801	18.5072061999817	23.6039045999642	NA	NA	NA	NA	NA	NA	23.6345648999559	1	0.375098799995612	1	1	32	40	40	40	32	0	NA	NA	NA	NA	NA	NA	0.173130502881542	5.09669839998242	1.89061850777043	337706.8656147	1	0	0	0	1	2	1	3	0	1	0.82	0.821428571	0	1	1	2	1	1
335	2	2	1	1	27	25.5365239999956	26.21570229996	25.5870766000007	26.1995037999586	26.349275399989	26.8765448999475	28.635228500003	33.7454913999536	33.7462661999743	35.3999203999992	36.7582412999473	35.398756199982	36.7577882999904	37.744963599951	37.7600103999721	1	0.527269499958493	1	1	40	40	40	32	32	1	0	61.0243055555556	0	1.52965699997731	1.27509149996331	0.899937299953308	0.109845273550188	5.11026289995061	1.15791497897969	337710.227653	1	1	1	1	1	3	1	3	0	1	0.82	0.821428571	0	1	1	3	1	1
335	2	2	1	1	27	38.9310999999871	39.6753680999973	38.9792860999587	39.6582144999993	39.8416259999503	40.0598447999801	41.827494099969	46.9241027999669	NA	NA	NA	NA	NA	NA	46.9555797999492	1	0.218218800029717	1	1	32	32	40	40	40	0	NA	NA	NA	NA	NA	NA	0.144791427188956	5.09660869999789	1.22798960207076	337706.0988635	1	0	0	0	1	4	1	3	0	1	0.82	0.821428571	0	1	1	4	1	1
335	2	2	1	1	27	48.194473099953	48.8865861999802	48.2571581999655	48.8704158999608	49.0847831999999	49.4121368999477	51.1719323999714	56.2822812999948	NA	NA	NA	NA	NA	NA	56.2993981999462	1	0.327353699947707	1	1	32	40	40	40	32	0	NA	NA	NA	NA	NA	NA	0.179302652730824	5.11034890002338	1.26345719599739	337706.2146317	1	0	0	0	1	5	1	3	0	1	0.82	0.821428571	0	1	1	5	1	1
335	2	2	1	1	27	57.5732053999673	58.2651461999631	57.6349180999678	58.2482704999857	58.4477895000018	58.796037699969	60.5338111000019	65.6450436000014	65.6453789999941	67.4953782999655	69.485672299983	67.4949045999674	69.4851559999515	70.3825878999778	70.3922120999778	0	0.348248199967202	1	0	32	20	20	32	32	1	66.6666666666667	60.8506944444444	0	1.76266499998746	1.87787839997327	0.820678899995983	0.147389053082007	5.11123249999946	1.88066599700639	337711.5459445	1	1	1	1	1	6	2	3	1	1	0.82	0.821428571	0	0	1	6	1	1
335	2	2	1	1	27	72.2874461999745	73.0396793999826	72.3399014999741	73.0227896999568	73.2067298999755	73.6764926000033	75.4423572999658	80.5530738999951	NA	NA	NA	NA	NA	NA	80.5692842999706	0	0.469762700027786	1	0	20	20	32	32	32	0	NA	NA	NA	NA	NA	NA	0.14326515531762	5.11071660002926	1.50167927127265	337706.6297513	1	0	0	0	1	7	2	3	1	1	0.82	0.821428571	0	0	1	7	1	1
335	2	2	1	1	27	82.0816772999824	82.768167799979	82.1380476999911	82.7354489999707	82.9002840999747	83.2277342999587	84.9864197999705	90.0973850999726	NA	NA	NA	NA	NA	NA	90.1145658000023	0	0.327450199984014	1	0	20	20	32	32	32	0	NA	NA	NA	NA	NA	NA	0.111165184990013	5.11096530000214	1.05276258595791	337705.931905	1	0	0	0	1	8	2	3	1	1	0.82	0.821428571	0	0	1	8	1	1
335	2	2	1	1	27	91.1783873999957	91.8626937999506	91.2335170999868	91.8466241999995	92.079061699973	92.315855199995	94.0814464999712	99.1793897000025	99.1796497999458	101.273987599998	102.737124999985	101.27349469997	102.736585599952	103.954953899956	103.976001999981	0	0.236793500022031	1	0	32	20	20	32	32	1	56.7708333333333	0	0	1.95945979998214	1.34736890002387	1.08080039999913	0.184847392833853	5.0979432000313	1.32541266670031	337710.9692594	1	1	1	1	1	9	2	3	1	1	0.82	0.821428571	0	0	1	9	1	1
335	2	2	1	1	27	105.312351999979	106.071753899974	105.375672199996	106.054494499986	106.237491599983	107.17194119998	108.939597999968	114.05051109998	114.050763799984	115.84945009998	117.422179699992	115.849141799961	117.42161619995	118.196964899951	118.217868599982	1	0.934449599997606	1	1	40	40	40	32	32	1	0	66.0590277777778	0	1.68004129995825	1.49665330001153	0.674058099975809	0.151735853823745	5.11091310001211	1.49351334675869	337711.2452718	1	1	1	1	1	10	1	3	0	1	0.82	0.821428571	0	1	1	10	1	1
