id	cohort	task_version	sequence	gender	age	SOT_trial	SOT_jitter	SOT_cueOn	SOT_cueOff	SOT_predOn	SOT_predResp	SOT_stimOn	SOT_stimOff	SOT_vasOn_1	SOT_vasOn_2	SOT_vasOn_3	SOT_vasOff_1	SOT_vasOff_2	SOT_vasOff_3	SOT_iti	predResp	predRT	predAcc	stim	targetT_1	targetT_2	targetT_3	targetT_4	targetT_5	vasYN	vasResp_1	vasResp_2	vasResp_3	vasRT_1	vasRT_2	vasRT_3	jitterDuration	stimDuration	itiDuration	trialDuration	trialValidity_1	trialValidity_2	trialValidity_3	trialValidity_4	trialSuccess	trial	condition	block_type	cue	trial_type	desired_prob	actual_prob	block_volatility	outcome	cue_prediction	blockwise_trial	blockNumber	location
285	1	2	1	1	26	5.05744659999618	5.8600543999928	5.13140640000347	5.82545709999977	5.98815960000502	7.971605299972	9.72193219995825	14.8379695999902	NA	NA	NA	NA	NA	NA	14.8548333999934	1	1.98344569996698	1	1	32	40	40	40	32	0	NA	NA	NA	NA	NA	NA	0.114408606414038	5.11603740003193	1.05519688951754	10.8525836895147	1	0	0	0	1	1	1	3	0	1	0.82	0.821428571	0	1	1	1	1	1
285	1	2	1	1	26	15.9248605999746	16.6536433000001	15.9746182999806	16.6380456999759	16.8038532999926	17.8114762000041	19.5826952999923	24.6995581999654	NA	NA	NA	NA	NA	NA	24.7158790999674	1	1.00762290001148	1	1	40	40	40	32	32	0	NA	NA	NA	NA	NA	NA	0.113322116968585	5.11686289997306	1.0286784943459	9.81969699433869	1	0	0	0	1	2	1	3	0	1	0.82	0.821428571	0	1	1	2	1	1
285	1	2	1	1	26	25.7592953999992	26.464682299993	25.8188554999651	26.4477949999855	26.6317613999709	27.3312879999867	29.0805006999872	34.1916851999704	34.1926395999617	36.7036497999798	38.64242249995	36.7008286999771	38.640818099957	39.7088652999955	39.7213286999613	1	0.699526600015815	1	1	40	40	40	32	32	1	0	65.2777777777778	0	2.41166760004126	1.81968680000864	0.963741700048558	0.12845126243851	5.11118449998321	1.30295637778893	15.264989677751	1	1	1	1	1	3	1	3	0	1	0.82	0.821428571	0	1	1	3	1	1
285	1	2	1	1	26	41.0389385999879	41.7895024999743	41.0929592999746	41.7730781999999	41.9857822000049	42.9154737999779	44.6888567999704	49.802864999976	NA	NA	NA	NA	NA	NA	49.8187660999829	1	0.929691599973012	1	1	40	40	40	32	32	0	NA	NA	NA	NA	NA	NA	0.181888612568339	5.11400820000563	1.47455070465575	10.2543782046508	1	0	0	0	1	4	1	3	0	1	0.82	0.821428571	0	1	1	4	1	1
285	1	2	1	1	26	51.3077656999812	52.0169594999752	51.3640620999504	52.0006864999887	52.1967283999547	54.2517445999547	56.0345066000009	61.1456484999508	NA	NA	NA	NA	NA	NA	61.1627029999509	1	2.05501619999995	1	1	32	40	40	40	32	0	NA	NA	NA	NA	NA	NA	0.15934959312014	5.11114189994987	1.94010625892218	11.7950435588918	1	0	0	0	1	5	1	3	0	1	0.82	0.821428571	0	1	1	5	1	1
285	1	2	1	1	26	63.1229061000049	63.8438941999921	63.181678599969	63.8110766999889	64.0109202999738	64.9401355999871	66.697217799956	71.8054241999635	71.8060542999883	74.8243093999918	76.4670826999936	74.8230698999832	76.4629336999496	77.9574407999753	77.9695649999776	0	0.929215300013311	1	0	32	32	32	20	20	1	51.7361111111111	57.8993055555556	1.30208333333333	2.84812839998631	1.51068979996489	1.38473399996292	0.130360163989767	5.10820640000748	1.26556453889731	16.11222343887	1	1	1	1	1	6	2	3	1	1	0.82	0.821428571	0	0	1	6	1	1
285	1	2	1	1	26	79.2490995999542	80.0349083999754	79.3059134999639	80.0182394000003	80.2003408999881	81.0514451999916	82.8213397999643	87.930143799982	NA	NA	NA	NA	NA	NA	87.9470258999499	0	0.851104300003499	1	0	32	20	20	32	32	0	NA	NA	NA	NA	NA	NA	0.15103808867114701	5.1088040000177	1.68760168432229	10.385527984318	1	0	0	0	1	7	2	3	1	1	0.82	0.821428571	0	0	1	7	1	1
285	1	2	1	1	26	89.6493342999602	90.5290390999871	89.6998974999879	90.4975821999833	90.6798687999835	91.2991356999846	93.0658297999762	98.1752971999813	NA	NA	NA	NA	NA	NA	98.191961399978	0	0.619266900001094	1	0	32	20	20	32	32	0	NA	NA	NA	NA	NA	NA	0.117854310344612	5.10946740000509	1.42474398621287	9.96737108623072	1	0	0	0	1	8	2	3	1	1	0.82	0.821428571	0	0	1	8	1	1
285	1	2	1	1	26	99.6305703999824	100.373494800006	99.6953018999775	100.356860900007	100.53971099999	101.043108899961	102.793298000004	107.902808999992	107.903151799983	110.813398599974	112.341272699996	110.813004900003	112.340936599998	113.868715499993	113.880338599964	0	0.503397899970878	1	0	32	20	20	32	32	1	58.4201388888889	0	0	2.79369850002695	1.43578519998118	1.43968449998647	0.136589727909524	5.10951099998783	1.40827631890569	15.6580445188869	1	1	1	1	1	9	2	3	1	1	0.82	0.821428571	0	0	1	9	1	1
285	1	2	1	1	26	115.30372799997	116.164471499971	115.368573799962	116.148235299974	116.314284299966	117.451433099981	119.213436299993	124.326744599966	124.327075299982	127.915868799959	130.545081799966	127.915283699986	130.544427399989	132.020499299979	132.042279599991	1	1.13714880001498	1	1	32	40	40	40	32	1	0	5.03472222222222	0	3.4788662000210002	2.52262140001403	1.37302890000865	0.129389990084569	5.11330829997314	1.17514178329358	17.9136933833149	1	1	1	1	1	10	1	3	0	1	0.82	0.821428571	0	1	1	10	1	1
